TransactionID,CustomerID,Date,ProductID,Price,Qty,TotalAmount,StoreID,Age,Gender,Marital Status,Income,StoreName,GroupStore,Type,Latitude,Longitude,Product Name
TR56320,199,2022-03-09,P4,12000,3,36000,13,41,0,Married,7.9,Buana,Buana,General Trade,-1.26916,116.825264,Potato Chip
TR77452,19,2022-03-09,P1,8800,8,70400,2,24,1,Single,4.14,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,Choco Bar
TR83825,21,2022-03-09,P5,4200,2,8400,1,52,0,Married,12.72,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,Thai Tea
TR90458,37,2022-03-09,P5,4200,3,12600,2,51,0,Married,17.11,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,Thai Tea
TR99010,263,2022-03-09,P6,18000,3,54000,10,40,1,Married,10.21,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,Cashew
TR99670,309,2022-03-09,P1,8800,2,17600,6,23,0,Single,3.03,Lingga,Lingga,Modern Trade,-5.135399,119.42379,Choco Bar
TR13542,173,2022-03-10,P6,18000,3,54000,12,59,0,Married,4.59,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,Cashew
TR17932,388,2022-03-10,P5,4200,2,8400,4,44,1,Married,16.12,Gita Ginara,Gita,General Trade,-6.966667,110.416664,Thai Tea
TR22169,24,2022-03-10,P8,16000,1,16000,12,37,0,Married,9.53,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,Oat
TR46187,394,2022-03-10,P7,9400,6,56400,2,50,0,Married,7.19,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,Coffee Candy
TR48294,57,2022-03-10,P5,4200,2,8400,11,33,1,Married,6.5,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,Thai Tea
TR5151,7,2022-03-10,P8,16000,2,32000,9,31,0,Married,4.57,Lingga,Lingga,Modern Trade,-3.654703,128.190643,Oat
TR51711,278,2022-03-10,P7,9400,4,37600,5,31,1,Married,9.76,Bonafid,Gita,General Trade,-7.250445,112.768845,Coffee Candy
TR53069,64,2022-03-10,P2,3200,6,19200,6,48,1,Married,7.92,Lingga,Lingga,Modern Trade,-5.135399,119.42379,Ginger Candy 
TR59752,174,2022-03-10,P9,10000,2,20000,10,45,1,Married,17.34,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,Yoghurt
TR65791,355,2022-03-10,P5,4200,3,12600,7,19,1,Single,0.0,Buana Indah,Buana,General Trade,3.316694,114.590111,Thai Tea
TR70168,118,2022-03-10,P5,4200,5,21000,4,20,1,Single,3.28,Gita Ginara,Gita,General Trade,-6.966667,110.416664,Thai Tea
TR70776,136,2022-03-10,P10,15000,4,60000,10,28,1,Married,2.96,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,Cheese Stick
TR71483,68,2022-03-10,P5,4200,2,8400,7,48,1,Married,17.42,Buana Indah,Buana,General Trade,3.316694,114.590111,Thai Tea
TR77331,73,2022-03-10,P1,8800,10,88000,11,53,0,Married,13.71,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,Choco Bar
TR79227,291,2022-03-10,P3,7500,6,45000,11,49,0,Married,19.98,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,Crackers
TR86016,293,2022-03-10,P5,4200,4,16800,6,54,0,Married,10.4,Lingga,Lingga,Modern Trade,-5.135399,119.42379,Thai Tea
TR86550,293,2022-03-10,P2,3200,6,19200,11,54,0,Married,10.4,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,Ginger Candy 
TR8808,329,2022-03-10,P1,8800,2,17600,6,19,1,Single,0.0,Lingga,Lingga,Modern Trade,-5.135399,119.42379,Choco Bar
TR1544,11,2022-03-11,P3,7500,1,7500,5,42,0,Married,12.25,Bonafid,Gita,General Trade,-7.250445,112.768845,Crackers
TR1575,50,2022-03-11,P3,7500,2,15000,3,31,1,Married,6.01,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,Crackers
TR19455,65,2022-03-11,P10,15000,1,15000,10,38,0,Married,4.36,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,Cheese Stick
TR2304,14,2022-03-11,P9,10000,3,30000,2,58,1,Married,10.18,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,Yoghurt
TR27858,36,2022-03-11,P6,18000,2,36000,11,32,1,Married,10.4,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,Cashew
TR32836,272,2022-03-11,P10,15000,1,15000,8,60,0,Married,4.05,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,Cheese Stick
TR42175,12,2022-03-11,P10,15000,2,30000,1,2,1,Married,4.94,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,Cheese Stick
TR46347,267,2022-03-11,P7,9400,5,47000,10,22,0,Single,0.0,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,Coffee Candy
TR46513,65,2022-03-11,P7,9400,5,47000,5,38,0,Married,4.36,Bonafid,Gita,General Trade,-7.250445,112.768845,Coffee Candy
TR5344,186,2022-03-11,P2,3200,4,12800,10,34,1,Married,4.02,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,Ginger Candy 
TR60024,342,2022-03-11,P5,4200,4,16800,6,48,1,Married,13.55,Lingga,Lingga,Modern Trade,-5.135399,119.42379,Thai Tea
TR6189,157,2022-03-11,P10,15000,4,60000,13,44,0,Single,2.52,Buana,Buana,General Trade,-1.26916,116.825264,Cheese Stick
TR62871,129,2022-03-11,P9,10000,1,10000,3,35,1,Single,10.46,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,Yoghurt
TR66795,142,2022-03-11,P4,12000,4,48000,10,23,1,Single,1.58,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,Potato Chip
TR71512,265,2022-03-11,P10,15000,1,15000,5,62,1,Married,9.07,Bonafid,Gita,General Trade,-7.250445,112.768845,Cheese Stick
TR81037,118,2022-03-11,P8,16000,3,48000,4,20,1,Single,3.28,Gita Ginara,Gita,General Trade,-6.966667,110.416664,Oat
TR82337,295,2022-03-11,P7,9400,4,37600,2,34,0,Married,4.78,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,Coffee Candy
TR83227,155,2022-03-11,P5,4200,3,12600,12,40,0,Married,7.17,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,Thai Tea
TR83234,111,2022-03-11,P10,15000,5,75000,9,59,1,Married,4.59,Lingga,Lingga,Modern Trade,-3.654703,128.190643,Cheese Stick
TR88521,300,2022-03-11,P3,7500,2,15000,8,25,1,Single,4.22,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,Crackers
TR89747,189,2022-03-11,P7,9400,5,47000,3,59,1,Single,5.15,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,Coffee Candy
TR93791,418,2022-03-11,P5,4200,3,12600,7,45,0,Single,23.84,Buana Indah,Buana,General Trade,3.316694,114.590111,Thai Tea
TR95504,90,2022-03-11,P5,4200,3,12600,11,21,1,Single,0.0,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,Thai Tea
TR95530,85,2022-03-11,P9,10000,4,40000,14,59,1,Married,7.89,Priangan,Priangan,Modern Trade,-5.45,105.26667,Yoghurt
TR15016,418,2022-03-12,P9,10000,2,20000,10,45,0,Single,23.84,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,Yoghurt
TR27961,126,2022-03-12,P10,15000,4,60000,12,56,0,Married,15.75,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,Cheese Stick
TR35363,161,2022-03-12,P4,12000,3,36000,12,41,0,Married,20.02,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,Potato Chip
TR43634,303,2022-03-12,P2,3200,4,12800,11,45,0,Married,10.34,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,Ginger Candy 
TR59043,130,2022-03-12,P10,15000,3,45000,14,40,0,Married,9.73,Priangan,Priangan,Modern Trade,-5.45,105.26667,Cheese Stick
TR63387,350,2022-03-12,P9,10000,4,40000,9,38,0,Single,7.95,Lingga,Lingga,Modern Trade,-3.654703,128.190643,Yoghurt
TR6643,229,2022-03-12,P5,4200,3,12600,2,32,0,Married,10.17,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,Thai Tea
TR68592,430,2022-03-12,P2,3200,3,9600,7,55,1,Single,18.37,Buana Indah,Buana,General Trade,3.316694,114.590111,Ginger Candy 
TR72611,232,2022-03-12,P2,3200,3,9600,4,62,0,Married,7.32,Gita Ginara,Gita,General Trade,-6.966667,110.416664,Ginger Candy 
TR75048,374,2022-03-12,P5,4200,2,8400,13,32,0,Single,5.4,Buana,Buana,General Trade,-1.26916,116.825264,Thai Tea
TR84181,307,2022-03-12,P3,7500,3,22500,4,31,0,Married,5.22,Gita Ginara,Gita,General Trade,-6.966667,110.416664,Crackers
TR95202,283,2022-03-12,P9,10000,3,30000,11,19,1,Single,0.0,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,Yoghurt
TR96941,119,2022-03-12,P2,3200,4,12800,11,26,1,Single,5.54,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,Ginger Candy 
TR11097,43,2022-03-13,P10,15000,3,45000,1,53,0,Married,16.64,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,Cheese Stick
TR11813,76,2022-03-13,P10,15000,2,30000,8,38,1,Married,7.88,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,Cheese Stick
TR19441,403,2022-03-13,P10,15000,1,15000,1,30,0,Married,4.06,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,Cheese Stick
TR41376,151,2022-03-13,P7,9400,4,37600,1,42,0,Married,10.38,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,Coffee Candy
TR47559,307,2022-03-13,P3,7500,2,15000,2,31,0,Married,5.22,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,Crackers
TR48515,236,2022-03-13,P10,15000,5,75000,6,28,0,Married,3.13,Lingga,Lingga,Modern Trade,-5.135399,119.42379,Cheese Stick
TR52504,174,2022-03-13,P7,9400,6,56400,2,45,1,Married,17.34,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,Coffee Candy
TR7454,334,2022-03-13,P3,7500,4,30000,1,70,0,Married,5.99,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,Crackers
TR74611,430,2022-03-13,P10,15000,5,75000,8,55,1,Single,18.37,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,Cheese Stick
TR80826,240,2022-03-13,P2,3200,6,19200,9,22,1,Single,3.33,Lingga,Lingga,Modern Trade,-3.654703,128.190643,Ginger Candy 
TR83149,226,2022-03-13,P5,4200,2,8400,13,18,0,Single,0.0,Buana,Buana,General Trade,-1.26916,116.825264,Thai Tea
TR89580,172,2022-03-13,P1,8800,2,17600,5,57,1,Married,8.96,Bonafid,Gita,General Trade,-7.250445,112.768845,Choco Bar
TR94801,331,2022-03-13,P3,7500,2,15000,5,54,0,Married,16.19,Bonafid,Gita,General Trade,-7.250445,112.768845,Crackers
TR94992,265,2022-03-13,P9,10000,1,10000,8,62,1,Married,9.07,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,Yoghurt
TR17735,72,2022-03-14,P8,16000,2,32000,2,26,0,Single,1.81,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,Oat
TR19487,236,2022-03-14,P3,7500,1,7500,5,28,0,Married,3.13,Bonafid,Gita,General Trade,-7.250445,112.768845,Crackers
TR19797,283,2022-03-14,P7,9400,2,18800,6,19,1,Single,0.0,Lingga,Lingga,Modern Trade,-5.135399,119.42379,Coffee Candy
TR44520,341,2022-03-14,P4,12000,3,36000,9,43,1,Married,3.24,Lingga,Lingga,Modern Trade,-3.654703,128.190643,Potato Chip
TR47026,337,2022-03-14,P2,3200,6,19200,4,43,1,Married,5.12,Gita Ginara,Gita,General Trade,-6.966667,110.416664,Ginger Candy 
TR49797,27,2022-03-14,P8,16000,1,16000,4,43,0,Married,17.42,Gita Ginara,Gita,General Trade,-6.966667,110.416664,Oat
TR53829,60,2022-03-14,P8,16000,2,32000,13,56,0,Married,10.61,Buana,Buana,General Trade,-1.26916,116.825264,Oat
TR56328,46,2022-03-14,P5,4200,2,8400,1,36,1,Married,8.31,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,Thai Tea
TR62877,54,2022-03-14,P3,7500,4,30000,4,42,0,Single,9.68,Gita Ginara,Gita,General Trade,-6.966667,110.416664,Crackers
TR73703,145,2022-03-14,P7,9400,3,28200,7,37,0,Single,14.59,Buana Indah,Buana,General Trade,3.316694,114.590111,Coffee Candy
TR74210,133,2022-03-14,P7,9400,2,18800,13,47,1,Married,20.81,Buana,Buana,General Trade,-1.26916,116.825264,Coffee Candy
TR77842,409,2022-03-14,P2,3200,7,22400,5,47,0,Married,28.23,Bonafid,Gita,General Trade,-7.250445,112.768845,Ginger Candy 
TR90661,431,2022-03-14,P8,16000,2,32000,7,40,1,Married,9.51,Buana Indah,Buana,General Trade,3.316694,114.590111,Oat
TR14328,365,2022-03-15,P1,8800,9,79200,14,28,0,Single,6.05,Priangan,Priangan,Modern Trade,-5.45,105.26667,Choco Bar
TR2436,403,2022-03-15,P9,10000,2,20000,11,30,0,Married,4.06,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,Yoghurt
TR25908,423,2022-03-15,P7,9400,5,47000,8,22,0,Married,3.55,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,Coffee Candy
TR26921,381,2022-03-15,P10,15000,4,60000,4,39,0,Married,6.92,Gita Ginara,Gita,General Trade,-6.966667,110.416664,Cheese Stick
TR27050,333,2022-03-15,P7,9400,2,18800,10,47,0,Married,17.99,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,Coffee Candy
TR29671,201,2022-03-15,P7,9400,6,56400,1,57,0,Married,6.87,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,Coffee Candy
TR37760,382,2022-03-15,P9,10000,5,50000,7,54,0,Married,15.55,Buana Indah,Buana,General Trade,3.316694,114.590111,Yoghurt
TR49013,329,2022-03-15,P10,15000,5,75000,6,19,1,Single,0.0,Lingga,Lingga,Modern Trade,-5.135399,119.42379,Cheese Stick
TR67084,213,2022-03-15,P8,16000,2,32000,14,24,1,Single,5.72,Priangan,Priangan,Modern Trade,-5.45,105.26667,Oat
TR72391,409,2022-03-15,P2,3200,4,12800,10,47,0,Married,28.23,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,Ginger Candy 
TR76889,35,2022-03-15,P4,12000,3,36000,1,48,1,Married,10.58,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,Potato Chip
TR9937,95,2022-03-15,P9,10000,2,20000,10,52,0,Married,17.42,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,Yoghurt
TR41225,336,2022-03-16,P3,7500,1,7500,12,51,0,Single,10.84,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,Crackers
TR42741,352,2022-03-16,P5,4200,2,8400,9,69,0,Single,6.15,Lingga,Lingga,Modern Trade,-3.654703,128.190643,Thai Tea
TR53349,302,2022-03-16,P3,7500,3,22500,1,51,0,Married,15.43,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,Crackers
TR69907,51,2022-03-16,P1,8800,10,88000,11,36,0,Married,7.95,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,Choco Bar
TR71572,100,2022-03-16,P3,7500,2,15000,7,45,1,Married,6.71,Buana Indah,Buana,General Trade,3.316694,114.590111,Crackers
TR71782,163,2022-03-16,P4,12000,3,36000,5,47,1,Married,6.3,Bonafid,Gita,General Trade,-7.250445,112.768845,Potato Chip
TR75989,266,2022-03-16,P2,3200,4,12800,2,72,1,Married,4.72,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,Ginger Candy 
TR80782,62,2022-03-16,P8,16000,3,48000,10,51,1,Married,13.62,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,Oat
TR81204,299,2022-03-16,P1,8800,9,79200,14,37,1,Married,4.54,Priangan,Priangan,Modern Trade,-5.45,105.26667,Choco Bar
TR84691,404,2022-03-16,P5,4200,2,8400,12,22,0,Single,2.69,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,Thai Tea
TR86064,321,2022-03-16,P5,4200,2,8400,10,45,0,Married,8.03,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,Thai Tea
TR17751,39,2022-03-17,P7,9400,5,47000,9,66,1,Married,6.19,Lingga,Lingga,Modern Trade,-3.654703,128.190643,Coffee Candy
TR30399,376,2022-03-17,P9,10000,5,50000,2,44,0,Married,14.65,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,Yoghurt
TR36780,169,2022-03-17,P7,9400,5,47000,9,34,0,Married,3.97,Lingga,Lingga,Modern Trade,-3.654703,128.190643,Coffee Candy
TR37733,163,2022-03-17,P4,12000,1,12000,13,47,1,Married,6.3,Buana,Buana,General Trade,-1.26916,116.825264,Potato Chip
TR38159,18,2022-03-17,P6,18000,3,54000,10,47,0,Married,13.6,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,Cashew
TR3858,413,2022-03-17,P7,9400,5,47000,9,31,0,Married,8.8,Lingga,Lingga,Modern Trade,-3.654703,128.190643,Coffee Candy
TR41507,331,2022-03-17,P6,18000,3,54000,1,54,0,Married,16.19,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,Cashew
TR49377,243,2022-03-17,P2,3200,6,19200,3,38,0,Married,3.34,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,Ginger Candy 
TR53260,214,2022-03-17,P3,7500,1,7500,12,52,0,Married,13.14,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,Crackers
TR56955,407,2022-03-17,P5,4200,4,16800,14,53,1,Married,9.27,Priangan,Priangan,Modern Trade,-5.45,105.26667,Thai Tea
TR58793,345,2022-03-17,P3,7500,4,30000,9,31,0,Married,5.06,Lingga,Lingga,Modern Trade,-3.654703,128.190643,Crackers
TR59848,340,2022-03-17,P5,4200,3,12600,7,41,0,Single,10.9,Buana Indah,Buana,General Trade,3.316694,114.590111,Thai Tea
TR62311,219,2022-03-17,P3,7500,2,15000,11,39,0,Single,9.73,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,Crackers
TR68548,203,2022-03-17,P3,7500,5,37500,1,53,0,Married,17.2,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,Crackers
TR72611,257,2022-03-17,P9,10000,2,20000,10,60,0,Married,4.25,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,Yoghurt
TR74280,168,2022-03-17,P2,3200,6,19200,9,27,0,Married,4.88,Lingga,Lingga,Modern Trade,-3.654703,128.190643,Ginger Candy 
TR79500,347,2022-03-17,P5,4200,4,16800,8,26,1,Single,3.69,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,Thai Tea
TR79584,42,2022-03-17,P5,4200,4,16800,3,60,0,Married,10.28,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,Thai Tea
TR90445,140,2022-03-17,P3,7500,5,37500,13,54,0,Married,9.57,Buana,Buana,General Trade,-1.26916,116.825264,Crackers
TR98048,430,2022-03-17,P6,18000,3,54000,6,55,1,Single,18.37,Lingga,Lingga,Modern Trade,-5.135399,119.42379,Cashew
TR98668,170,2022-03-17,P6,18000,4,72000,14,36,0,Married,7.55,Priangan,Priangan,Modern Trade,-5.45,105.26667,Cashew
TR99654,61,2022-03-17,P8,16000,1,16000,14,40,0,Married,7.0,Priangan,Priangan,Modern Trade,-5.45,105.26667,Oat
TR11243,271,2022-03-18,P10,15000,3,45000,14,29,0,Married,4.74,Priangan,Priangan,Modern Trade,-5.45,105.26667,Cheese Stick
TR14920,379,2022-03-18,P9,10000,4,40000,10,48,1,Married,17.74,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,Yoghurt
TR21639,235,2022-03-18,P2,3200,7,22400,13,37,0,Married,5.35,Buana,Buana,General Trade,-1.26916,116.825264,Ginger Candy 
TR22673,315,2022-03-18,P7,9400,5,47000,1,29,1,Married,4.18,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,Coffee Candy
TR27519,392,2022-03-18,P7,9400,6,56400,7,45,0,Married,19.68,Buana Indah,Buana,General Trade,3.316694,114.590111,Coffee Candy
TR47,260,2022-03-18,P2,3200,4,12800,6,33,0,Single,6.65,Lingga,Lingga,Modern Trade,-5.135399,119.42379,Ginger Candy 
TR50795,98,2022-03-18,P4,12000,5,60000,4,56,0,Married,14.54,Gita Ginara,Gita,General Trade,-6.966667,110.416664,Potato Chip
TR56178,82,2022-03-18,P8,16000,3,48000,14,60,1,Married,6.24,Priangan,Priangan,Modern Trade,-5.45,105.26667,Oat
TR73398,123,2022-03-18,P3,7500,2,15000,8,34,0,Married,4.36,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,Crackers
TR96311,240,2022-03-18,P6,18000,2,36000,7,22,1,Single,3.33,Buana Indah,Buana,General Trade,3.316694,114.590111,Cashew
TR97527,2,2022-03-18,P1,8800,9,79200,8,60,1,Married,6.23,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,Choco Bar
TR98384,446,2022-03-18,P9,10000,4,40000,14,57,0,Married,7.81,Priangan,Priangan,Modern Trade,-5.45,105.26667,Yoghurt
TR13801,384,2022-03-19,P5,4200,4,16800,12,59,1,Married,4.42,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,Thai Tea
TR14457,271,2022-03-19,P3,7500,6,45000,8,29,0,Married,4.74,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,Crackers
TR16036,246,2022-03-19,P3,7500,3,22500,3,40,1,Single,21.81,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,Crackers
TR19005,107,2022-03-19,P4,12000,5,60000,2,38,1,Married,9.85,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,Potato Chip
TR22148,377,2022-03-19,P8,16000,3,48000,1,53,0,Single,10.39,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,Oat
TR24067,353,2022-03-19,P1,8800,2,17600,6,25,0,Single,1.32,Lingga,Lingga,Modern Trade,-5.135399,119.42379,Choco Bar
TR33231,69,2022-03-19,P8,16000,1,16000,9,26,0,Single,2.84,Lingga,Lingga,Modern Trade,-3.654703,128.190643,Oat
TR4998,188,2022-03-19,P5,4200,4,16800,3,46,1,Married,25.22,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,Thai Tea
TR58165,395,2022-03-19,P2,3200,4,12800,6,28,0,Married,3.39,Lingga,Lingga,Modern Trade,-5.135399,119.42379,Ginger Candy 
TR65361,153,2022-03-19,P5,4200,2,8400,11,36,1,Married,9.54,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,Thai Tea
TR67254,356,2022-03-19,P1,8800,2,17600,11,56,0,Married,13.25,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,Choco Bar
TR71851,84,2022-03-19,P5,4200,2,8400,8,54,0,Married,18.12,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,Thai Tea
TR82285,281,2022-03-19,P9,10000,1,10000,10,35,0,Married,3.03,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,Yoghurt
TR14184,8,2022-03-20,P4,12000,3,36000,6,37,1,Married,5.49,Lingga,Lingga,Modern Trade,-5.135399,119.42379,Potato Chip
TR507,263,2022-03-20,P10,15000,4,60000,10,40,1,Married,10.21,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,Cheese Stick
TR57321,200,2022-03-20,P2,3200,4,12800,12,25,0,Married,2.39,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,Ginger Candy 
TR58795,313,2022-03-20,P10,15000,2,30000,2,46,0,Married,15.39,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,Cheese Stick
TR61283,325,2022-03-20,P4,12000,4,48000,5,37,0,Single,3.25,Bonafid,Gita,General Trade,-7.250445,112.768845,Potato Chip
TR82034,372,2022-03-20,P8,16000,2,32000,12,31,1,Married,6.19,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,Oat
TR87018,289,2022-03-20,P10,15000,5,75000,9,29,0,Married,2.37,Lingga,Lingga,Modern Trade,-3.654703,128.190643,Cheese Stick
TR95055,420,2022-03-20,P10,15000,5,75000,13,48,1,Single,6.01,Buana,Buana,General Trade,-1.26916,116.825264,Cheese Stick
TR9604,272,2022-03-20,P3,7500,1,7500,14,60,0,Married,4.05,Priangan,Priangan,Modern Trade,-5.45,105.26667,Crackers
TR97309,127,2022-03-20,P7,9400,3,28200,14,27,0,Married,2.07,Priangan,Priangan,Modern Trade,-5.45,105.26667,Coffee Candy
TR40243,353,2022-03-21,P5,4200,2,8400,8,25,0,Single,1.32,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,Thai Tea
TR48083,147,2022-03-21,P7,9400,5,47000,6,59,1,Married,8.02,Lingga,Lingga,Modern Trade,-5.135399,119.42379,Coffee Candy
TR51703,225,2022-03-21,P1,8800,7,61600,14,59,1,Married,10.59,Priangan,Priangan,Modern Trade,-5.45,105.26667,Choco Bar
TR65832,173,2022-03-21,P9,10000,3,30000,3,59,0,Married,4.59,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,Yoghurt
TR84991,417,2022-03-21,P2,3200,5,16000,8,47,1,Married,12.75,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,Ginger Candy 
TR85448,48,2022-03-21,P5,4200,5,21000,13,32,0,Married,10.62,Buana,Buana,General Trade,-1.26916,116.825264,Thai Tea
TR13613,230,2022-03-22,P9,10000,1,10000,14,40,1,Married,4.32,Priangan,Priangan,Modern Trade,-5.45,105.26667,Yoghurt
TR20700,262,2022-03-22,P4,12000,1,12000,6,34,1,Married,5.61,Lingga,Lingga,Modern Trade,-5.135399,119.42379,Potato Chip
TR44081,398,2022-03-22,P5,4200,4,16800,14,33,0,Married,7.44,Priangan,Priangan,Modern Trade,-5.45,105.26667,Thai Tea
TR52160,389,2022-03-22,P9,10000,4,40000,2,30,1,Married,3.72,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,Yoghurt
TR58135,143,2022-03-22,P5,4200,4,16800,14,25,1,Single,2.87,Priangan,Priangan,Modern Trade,-5.45,105.26667,Thai Tea
TR68146,272,2022-03-22,P7,9400,4,37600,9,60,0,Married,4.05,Lingga,Lingga,Modern Trade,-3.654703,128.190643,Coffee Candy
TR81892,119,2022-03-22,P9,10000,5,50000,10,26,1,Single,5.54,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,Yoghurt
TR82531,165,2022-03-22,P2,3200,5,16000,8,44,1,Married,14.58,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,Ginger Candy 
TR83466,7,2022-03-22,P9,10000,2,20000,7,31,0,Married,4.57,Buana Indah,Buana,General Trade,3.316694,114.590111,Yoghurt
TR95317,343,2022-03-22,P6,18000,2,36000,14,29,0,Married,2.26,Priangan,Priangan,Modern Trade,-5.45,105.26667,Cashew
TR11114,392,2022-03-23,P8,16000,1,16000,14,45,0,Married,19.68,Priangan,Priangan,Modern Trade,-5.45,105.26667,Oat
TR13113,243,2022-03-23,P10,15000,4,60000,3,38,0,Married,3.34,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,Cheese Stick
TR18091,132,2022-03-23,P5,4200,2,8400,5,41,0,Married,17.69,Bonafid,Gita,General Trade,-7.250445,112.768845,Thai Tea
TR1857,246,2022-03-23,P5,4200,5,21000,7,40,1,Single,21.81,Buana Indah,Buana,General Trade,3.316694,114.590111,Thai Tea
